cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
7259,91,"InChI=1S/C8H11N/c1-6-3-4-7(2)8(9)5-6/h3-5H,9H2,1-2H3",CC1=CC(=C(C=C1)C)N,CC1=CC(=C(C=C1)C)N,VOWZNBNDMFLQGM-UHFFFAOYSA-N,"2,5-dimethylaniline","59.9 °F (NTP, 1992)"
7267,91,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",CC1=CC(=C(C=C1)C)O,CC1=CC(=C(C=C1)C)O,NKTOLZVEWDHZMU-UHFFFAOYSA-N,"2,5-dimethylphenol","160 to 163 °F (NTP, 1992)"
7771,91,"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",CC1=CC(=C(C=C1)O)C,CC1=CC(=C(C=C1)O)C,KUFFULVDNCHOFZ-UHFFFAOYSA-N,"2,4-dimethylphenol","72 to 73 °F (NTP, 1992)"
10687,91,"InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",CC1=C(C(=CC=C1)O)C,CC1=C(C(=CC=C1)O)C,QWBBPBRQALCEIZ-UHFFFAOYSA-N,"2,3-dimethylphenol","167 °F (NTP, 1992)"
15100,91,"InChI=1S/C8H11N/c1-6-4-5-7(2)9-8(6)3/h4-5H,1-3H3",CC1=C(N=C(C=C1)C)C,CC1=C(N=C(C=C1)C)C,UTBIMNXEDGNJFE-UHFFFAOYSA-N,"2,3,6-trimethylpyridine","12 °F (NTP, 1992)"
6428,90,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",C(C(F)(Cl)Cl)(F)(F)Cl,C(C(F)(Cl)Cl)(F)(F)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,"1,1,2-trichloro-1,2,2-trifluoroethane","-33.5 °F (NTP, 1992)"
7768,90,"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)",C1CCC(=O)NCC1,C1CCC(=O)NCC1,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,azepan-2-one,"156 °F (NTP, 1992)"
6287,90,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",CC(C)[C@@H](C(=O)O)N,CC(C)C(C(=O)O)N,KZSNJWFQEVHDMF-BYPYZUCNSA-N,(2S)-2-amino-3-methylbutanoic acid,315°C
9570092,90,"InChI=1S/C5H11NOS/c1-5(2,8-3)4-6-7/h4,7H,1-3H3/b6-4+",CC(C)(/C=N/O)SC,CC(C)(C=NO)SC,ZFGMCJAXIZTVJA-GQCTYLIASA-N,(NE)-N-(2-methyl-2-methylsulfanylpropylidene)hydroxylamine,"70 °F (NTP, 1992)"
11149677,90,"InChI=1S/2C5H8O2.Cu/c2*1-4(6)3-5(2)7;/h2*3,6H,1-2H3;/q;;+2/p-2/b2*4-3-;",C/C(=C/C(=O)C)/[O-].C/C(=C/C(=O)C)/[O-].[Cu+2],CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Cu+2],QYJPSWYYEKYVEJ-FDGPNNRMSA-L,copper;(Z)-4-oxopent-2-en-2-olate,284 C degrees (decomposes)
44135491,90,"InChI=1S/2C5H8O2.Cu/c2*1-4(6)3-5(2)7;/h2*3,6H,1-2H3;/q;;+2/p-2",CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Cu+2],CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Cu+2],QYJPSWYYEKYVEJ-UHFFFAOYSA-L,copper;4-oxopent-2-en-2-olate,284 C degrees (decomposes)
53384494,90,"InChI=1S/2C5H8O2.Cu/c2*1-4(6)3-5(2)7;/h2*3,6H,1-2H3;/q;;+2/p-2/b2*4-3+;",C/C(=C\C(=O)C)/[O-].C/C(=C\C(=O)C)/[O-].[Cu+2],CC(=CC(=O)C)[O-].CC(=CC(=O)C)[O-].[Cu+2],QYJPSWYYEKYVEJ-SYWGCQIGSA-L,copper;(E)-4-oxopent-2-en-2-olate,284 C degrees (decomposes)
7270,90,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N,"1,2,4,5-tetrachlorobenzene","280 to 284 °F (NTP, 1992)"
7946,90,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",CC(COC)OC(=O)C,CC(COC)OC(=O)C,LLHKCFNBLRBOGN-UHFFFAOYSA-N,1-methoxypropan-2-yl acetate,-66 °C
99824,90,"InChI=1S/C6H12O3/c1-2-3-4-5(7)6(8)9/h5,7H,2-4H2,1H3,(H,8,9)",CCCCC(C(=O)O)O,CCCCC(C(=O)O)O,NYHNVHGFPZAZGA-UHFFFAOYSA-N,2-hydroxyhexanoic acid,55 - 58 °C
13387,90,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",CN1CCCC1=O,CN1CCCC1=O,SECXISVLQFMRJM-UHFFFAOYSA-N,1-methylpyrrolidin-2-one,"-9 °F (NTP, 1992)"
88747248,89,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",[H+].C(C[C@@H](C(=O)[O-])N)CN,[H+].C(CC(C(=O)[O-])N)CN,AHLPHDHHMVZTML-BYPYZUCNSA-N,"(2S)-2,5-diaminopentanoate;hydron",140 °C
379,89,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",CCCCCCCC(=O)O,CCCCCCCC(=O)O,WWZKQHOCKIZLMA-UHFFFAOYSA-N,octanoic acid,"61 to 62 °F (NTP, 1992)"
1000,89,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2",C1=CC=C(C=C1)C(CN)O,C1=CC=C(C=C1)C(CN)O,ULSIYEODSMZIPX-UHFFFAOYSA-N,2-amino-1-phenylethanol,56.5 °C
7826,89,"InChI=1S/C8H16O2/c1-3-4-5-6-7-8(9)10-2/h3-7H2,1-2H3",CCCCCCC(=O)OC,CCCCCCC(=O)OC,XNCNNDVCAUWAIT-UHFFFAOYSA-N,methyl heptanoate,-55.8 °C
7983,89,"InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3",CCCCOC(=O)CCC,CCCCOC(=O)CCC,XUPYJHCZDLZNFP-UHFFFAOYSA-N,butyl butanoate,"-133 °F (USCG, 1999)"
8908,89,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",CCCCCCOC(=O)C,CCCCCCOC(=O)C,AOGQPLXWSUTHQB-UHFFFAOYSA-N,hexyl acetate,"-112 °F (USCG, 1999)"
12217,89,"InChI=1S/C8H16O2/c1-3-5-6-7-10-8(9)4-2/h3-7H2,1-2H3",CCCCCOC(=O)CC,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,pentyl propanoate,-73.1 °C
31265,89,"InChI=1S/C8H16O2/c1-3-5-6-7-8(9)10-4-2/h3-7H2,1-2H3",CCCCCC(=O)OCC,CCCCCC(=O)OCC,SHZIWNPUGXLXDT-UHFFFAOYSA-N,ethyl hexanoate,-67.5 °C
67328,89,"InChI=1S/C8H16O2/c1-3-5-6-8(9)10-7-4-2/h3-7H2,1-2H3",CCCCC(=O)OCCC,CCCCC(=O)OCCC,ROJKPKOYARNFNB-UHFFFAOYSA-N,propyl pentanoate,-70.7 °C
1136,89,"InChI=1S/C6H9NOS/c1-5-6(2-3-8)9-4-7-5/h4,8H,2-3H2,1H3",CC1=C(SC=N1)CCO,CC1=C(SC=N1)CCO,BKAWJIRCKVUVED-UHFFFAOYSA-N,"2-(4-methyl-1,3-thiazol-5-yl)ethanol",< 25 °C
8185,89,"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h2,12H,1,3-11H2",C=CCCCCCCCCCO,C=CCCCCCCCCCO,GIEMHYCMBGELGY-UHFFFAOYSA-N,undec-10-en-1-ol,-2 °C
8186,89,"InChI=1S/C11H22O/c1-2-3-4-5-6-7-8-9-10-11-12/h11H,2-10H2,1H3",CCCCCCCCCCC=O,CCCCCCCCCCC=O,KMPQYAYAQWNLME-UHFFFAOYSA-N,undecanal,-4 °C
6418,89,"InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)",CC(C(=O)O)(Cl)Cl,CC(C(=O)O)(Cl)Cl,NDUPDOJHUQKPAG-UHFFFAOYSA-N,"2,2-dichloropropanoic acid","46 °F (USCG, 1999)"
7924,89,"InChI=1S/C4H6O3/c1-3-2-6-4(5)7-3/h3H,2H2,1H3",CC1COC(=O)O1,CC1COC(=O)O1,RUOJZAUFBMNUDX-UHFFFAOYSA-N,"4-methyl-1,3-dioxolan-2-one",-48.8 °C
12278,89,"InChI=1S/C7H14O2/c1-4-5-6(2)9-7(3)8/h6H,4-5H2,1-3H3",CCCC(C)OC(=O)C,CCCC(C)OC(=O)C,GQKZRWSUJHVIPE-UHFFFAOYSA-N,pentan-2-yl acetate,"-95.44 °F (USCG, 1999)"
10401,88,InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2,C1CCC(=O)OCC1,C1CCC(=O)OCC1,PAPBSGBWRJIAAV-UHFFFAOYSA-N,oxepan-2-one,-1.5 °C
641240,88,"InChI=1S/C4H6Br2O2/c5-3(1-7)4(6)2-8/h7-8H,1-2H2/b4-3+",C(/C(=C(/CO)\Br)/Br)O,C(C(=C(CO)Br)Br)O,MELXIJRBKWTTJH-ONEGZZNKSA-N,"(E)-2,3-dibromobut-2-ene-1,4-diol","234 to 237 °F (NTP, 1992)"
7921,88,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",CC1CCC(=O)O1,CC1CCC(=O)O1,GAEKPEKOJKCEMS-UHFFFAOYSA-N,5-methyloxolan-2-one,"-24 °F (NTP, 1992)"
14296,88,InChI=1S/C8H12N2/c1-5-6(2)10-8(4)7(3)9-5/h1-4H3,CC1=C(N=C(C(=N1)C)C)C,CC1=C(N=C(C(=N1)C)C)C,FINHMKGKINIASC-UHFFFAOYSA-N,"2,3,5,6-tetramethylpyrazine",86 °C
6971019,88,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",C[C@H]([C@@H](C(=O)[O-])[NH3+])O,CC(C(C(=O)[O-])[NH3+])O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,"(2S,3R)-2-azaniumyl-3-hydroxybutanoate",256 °C
6995276,88,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1",C[C@@H]([C@@H](C(=O)[O-])[NH3+])O,CC(C(C(=O)[O-])[NH3+])O,AYFVYJQAPQTCCC-HRFVKAFMSA-N,"(2S,3S)-2-azaniumyl-3-hydroxybutanoate",256 °C
23681045,88,"InChI=1S/C2HCl3O2.Na/c3-2(4,5)1(6)7;/h(H,6,7);/q;+1/p-1",C(=O)(C(Cl)(Cl)Cl)[O-].[Na+],C(=O)(C(Cl)(Cl)Cl)[O-].[Na+],SAQSTQBVENFSKT-UHFFFAOYSA-M,"sodium;2,2,2-trichloroacetate",Decomposes at 165-200 °C
6119,88,"InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)",CC(C)(C(=O)O)N,CC(C)(C(=O)O)N,FUOOLUPWFVMBKG-UHFFFAOYSA-N,2-amino-2-methylpropanoic acid,335 °C
13165,88,"InChI=1S/C5H8O3/c1-2-5(7)8-4-3-6/h2,6H,1,3-4H2",C=CC(=O)OCCO,C=CC(=O)OCCO,OMIGHNLMNHATMP-UHFFFAOYSA-N,2-hydroxyethyl prop-2-enoate,"-76 °F (USCG, 1999)"
23662386,88,"InChI=1S/C2H2O4.K/c3-1(4)2(5)6;/h(H,3,4)(H,5,6);/q;+1/p-1",C(=O)(C(=O)[O-])O.[K+],C(=O)(C(=O)[O-])O.[K+],JMTCDHVHZSGGJA-UHFFFAOYSA-M,potassium;2-hydroxy-2-oxoacetate,Decomposes
247,88,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",C[N+](C)(C)CC(=O)[O-],C[N+](C)(C)CC(=O)[O-],KWIUHFFTVRNATP-UHFFFAOYSA-N,2-(trimethylazaniumyl)acetate,301-305°C
12141,88,"InChI=1S/C9H12O2/c10-6-7-11-8-9-4-2-1-3-5-9/h1-5,10H,6-8H2",C1=CC=C(C=C1)COCCO,C1=CC=C(C=C1)COCCO,CUZKCNWZBXLAJX-UHFFFAOYSA-N,2-phenylmethoxyethanol,LESS THAN -75 °C
47364,88,"InChI=1S/C5H11AsO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",C[As+](C)(C)CC(=O)[O-],C[As+](C)(C)CC(=O)[O-],SPTHHTGLGVZZRH-UHFFFAOYSA-N,2-trimethylarsoniumylacetate,204 - 210 °C
5610,87,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",C1=CC(=CC=C1CCN)O,C1=CC(=CC=C1CCN)O,DZGWFCGJZKJUFP-UHFFFAOYSA-N,4-(2-aminoethyl)phenol,164-165 °C
9076,87,"InChI=1S/C8H11NO/c1-2-10-8-5-3-7(9)4-6-8/h3-6H,2,9H2,1H3",CCOC1=CC=C(C=C1)N,CCOC1=CC=C(C=C1)N,IMPPGHMHELILKG-UHFFFAOYSA-N,4-ethoxyaniline,"36 to 39 °F (NTP, 1992)"
8851,87,"InChI=1S/C8H18S/c1-7(2,3)6-8(4,5)9/h9H,6H2,1-5H3",CC(C)(C)CC(C)(C)S,CC(C)(C)CC(C)(C)S,QZLAEIZEPJAELS-UHFFFAOYSA-N,"2,4,4-trimethylpentane-2-thiol",-74 °C
38307,87,"InChI=1S/C6H12Cl2O/c1-5(2,7)9-6(3,4)8/h1-4H3",CC(C)(OC(C)(C)Cl)Cl,CC(C)(OC(C)(C)Cl)Cl,BULHJTXRZFEUDQ-UHFFFAOYSA-N,2-chloro-2-(2-chloropropan-2-yloxy)propane,-96.8 - 101.8 °C
6899,87,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",C1=CC(=C(C(=C1)Cl)O)Cl,C1=CC(=C(C(=C1)Cl)O)Cl,HOLHYSJJBXSLMV-UHFFFAOYSA-N,"2,6-dichlorophenol","154 to 156 °F (NTP, 1992)"
7869,87,"InChI=1S/C8H16/c1-7(2)6-8(3,4)5/h6H,1-5H3",CC(=CC(C)(C)C)C,CC(=CC(C)(C)C)C,LAAVYEUJEMRIGF-UHFFFAOYSA-N,"2,4,4-trimethylpent-2-ene",-106.3 °C
7913,87,"InChI=1S/C2H5N3O2/c3-1(6)5-2(4)7/h(H5,3,4,5,6,7)",C(=O)(N)NC(=O)N,C(=O)(N)NC(=O)N,OHJMTUPIZMNBFR-UHFFFAOYSA-N,carbamoylurea,"190 °C, DECOMP"
11571,87,"InChI=1S/C6H4Cl2O/c7-4-1-5(8)3-6(9)2-4/h1-3,9H",C1=C(C=C(C=C1Cl)Cl)O,C1=C(C=C(C=C1Cl)Cl)O,VPOMSPZBQMDLTM-UHFFFAOYSA-N,"3,5-dichlorophenol","154 °F (NTP, 1992)"
11846,87,"InChI=1S/C6H5Cl2N/c7-4-2-1-3-5(8)6(4)9/h1-3H,9H2",C1=CC(=C(C(=C1)Cl)N)Cl,C1=CC(=C(C(=C1)Cl)N)Cl,JDMFXJULNGEPOI-UHFFFAOYSA-N,"2,6-dichloroaniline",39 °C
11847,87,"InChI=1S/C6H4Br2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",C1=CC(=C(C(=C1)Br)O)Br,C1=CC(=C(C(=C1)Br)O)Br,SSIZLKDLDKIHEV-UHFFFAOYSA-N,"2,6-dibromophenol",56.5 °C
12281,87,"InChI=1S/C6H5Cl2N/c7-4-1-5(8)3-6(9)2-4/h1-3H,9H2",C1=C(C=C(C=C1Cl)Cl)N,C1=C(C=C(C=C1Cl)Cl)N,UQRLKWGPEVNVHT-UHFFFAOYSA-N,"3,5-dichloroaniline",51-53 °C
2758725,87,"InChI=1S/C2H5N3S2/c3-1(6)5-2(4)7/h(H5,3,4,5,6,7)",C(=S)(N)NC(=S)N,C(=S)(N)NC(=S)N,JIRRNZWTWJGJCT-UHFFFAOYSA-N,carbamothioylthiourea,"358 °F decomposes (EPA, 1998)"
23262324,87,"InChI=1S/C6H12O2S/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3",CC1OC(SC(O1)C)C,CC1OC(SC(O1)C)C,WUHFWXZFUPGXHX-UHFFFAOYSA-N,"2,4,6-trimethyl-1,3,5-dioxathiane",53.5 - 54 °C
6406,87,"InChI=1S/C4H7NO/c1-4(2,6)3-5/h6H,1-2H3",CC(C)(C#N)O,CC(C)(C#N)O,MWFMGBPGAXYFAR-UHFFFAOYSA-N,2-hydroxy-2-methylpropanenitrile,"-2.2 °F (EPA, 1998)"
7671,87,"InChI=1S/C7H7NO/c9-6-8-7-4-2-1-3-5-7/h1-6H,(H,8,9)",C1=CC=C(C=C1)NC=O,C1=CC=C(C=C1)NC=O,DYDNPESBYVVLBO-UHFFFAOYSA-N,N-phenylformamide,"115.9 to 117.5 °F (NTP, 1992)"
7945,87,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,PPXUHEORWJQRHJ-UHFFFAOYSA-N,ethyl 3-methylbutanoate,-99.3 °C
10895,87,"InChI=1S/C7H14O2/c1-4-7(8)9-5-6(2)3/h6H,4-5H2,1-3H3",CCC(=O)OCC(C)C,CCC(=O)OCC(C)C,FZXRXKLUIMKDEL-UHFFFAOYSA-N,2-methylpropyl propanoate,-71.4 °C
12344,87,"InChI=1S/C7H14O2/c1-6(2)4-3-5-7(8)9/h6H,3-5H2,1-2H3,(H,8,9)",CC(C)CCCC(=O)O,CC(C)CCCC(=O)O,MHPUGCYGQWGLJL-UHFFFAOYSA-N,5-methylhexanoic acid,< -25 °C
27982,87,"InChI=1S/C2H6ClO3P/c3-1-2-7(4,5)6/h1-2H2,(H2,4,5,6)",C(CCl)P(=O)(O)O,C(CCl)P(=O)(O)O,UDPGUMQDCGORJQ-UHFFFAOYSA-N,2-chloroethylphosphonic acid,74-75 °C
31276,87,"InChI=1S/C7H14O2/c1-6(2)4-5-9-7(3)8/h6H,4-5H2,1-3H3",CC(C)CCOC(=O)C,CC(C)CCOC(=O)C,MLFHJEHSLIIPHL-UHFFFAOYSA-N,3-methylbutyl acetate,"-109.3 °F (NTP, 1992)"
974,87,"InChI=1S/C2H3NO3/c3-1(4)2(5)6/h(H2,3,4)(H,5,6)",C(=O)(C(=O)O)N,C(=O)(C(=O)O)N,SOWBFZRMHSNYGE-UHFFFAOYSA-N,oxamic acid,210dec °C
13187,87,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",CCCCCCCC(=O)C,CCCCCCCC(=O)C,VKCYHJWLYTUGCC-UHFFFAOYSA-N,nonan-2-one,"-5.8 °F (USCG, 1999)"
61235,87,"InChI=1S/C9H18O/c1-3-5-6-7-8-9(10)4-2/h3-8H2,1-2H3",CCCCCCC(=O)CC,CCCCCCC(=O)CC,IYTXKIXETAELAV-UHFFFAOYSA-N,nonan-3-one,-8 °C
7822,87,"InChI=1S/C8H16O/c1-4-7(3)6-8(9)5-2/h7H,4-6H2,1-3H3",CCC(C)CC(=O)CC,CCC(C)CC(=O)CC,PSBKJPTZCVYXSD-UHFFFAOYSA-N,5-methylheptan-3-one,"-70 °F (NIOSH, 2023)"
11525,87,"InChI=1S/C7H12O/c1-6-2-4-7(8)5-3-6/h6H,2-5H2,1H3",CC1CCC(=O)CC1,CC1CCC(=O)CC1,VGVHNLRUAMRIEW-UHFFFAOYSA-N,4-methylcyclohexan-1-one,-40.6 °C
70198,86,InChI=1S/C3H2ClN/c1-3(4)2-5/h1H2,C=C(C#N)Cl,C=C(C#N)Cl,OYUNTGBISCIYPW-UHFFFAOYSA-N,2-chloroprop-2-enenitrile,"-85 °F (NTP, 1992)"
228548,86,"InChI=1S/C6H12O3/c1-5(7)4-6(8-2)9-3/h6H,4H2,1-3H3",CC(=O)CC(OC)OC,CC(=O)CC(OC)OC,PJCCSZUMZMCWSX-UHFFFAOYSA-N,"4,4-dimethoxybutan-2-one",-83.00 °C. @ 760.00 mm Hg
7459,86,"InChI=1S/C10H20/c1-8(2)10-6-4-9(3)5-7-10/h8-10H,4-7H2,1-3H3",CC1CCC(CC1)C(C)C,CC1CCC(CC1)C(C)C,CFJYNSNXFXLKNS-UHFFFAOYSA-N,1-methyl-4-propan-2-ylcyclohexane,-89.84 °C
7463,86,"InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",CC1=CC=C(C=C1)C(C)C,CC1=CC=C(C=C1)C(C)C,HFPZCAJZSCWRBC-UHFFFAOYSA-N,1-methyl-4-propan-2-ylbenzene,"-90.2 °F (USCG, 1999)"
8199,86,"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3",CCCCCCOCCOCCO,CCCCCCOCCOCCO,GZMAAYIALGURDQ-UHFFFAOYSA-N,2-(2-hexoxyethoxy)ethanol,"-27.4 °F (USCG, 1999)"
12161,86,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3",CC1=CC=C(C=C1)C=C,CC1=CC=C(C=C1)C=C,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,1-ethenyl-4-methylbenzene,-37.8 °C
12500,86,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3",CC=CC1=CC=CC=C1,CC=CC1=CC=CC=C1,QROGIFZRVHSFLM-UHFFFAOYSA-N,prop-1-enylbenzene,-27.3 °C
45452,86,InChI=1S/C8H16Cl2OS2/c9-1-5-12-7-3-11-4-8-13-6-2-10/h1-8H2,C(CSCCCl)OCCSCCCl,C(CSCCCl)OCCSCCCl,FWVCSXWHVOOTFJ-UHFFFAOYSA-N,1-(2-chloroethylsulfanyl)-2-[2-(2-chloroethylsulfanyl)ethoxy]ethane,45 °C
252325,86,"InChI=1S/C9H10/c1-2-6-9-7-4-3-5-8-9/h2-8H,1H3/b6-2+",C/C=C/C1=CC=CC=C1,CC=CC1=CC=CC=C1,QROGIFZRVHSFLM-QHHAFSJGSA-N,[(E)-prop-1-enyl]benzene,-27.3 °C
5248351,86,"InChI=1S/C4H7NO2/c6-4(7)3-1-2-5-3/h3,5H,1-2H2,(H,6,7)",C1C[NH2+]C1C(=O)[O-],C1C[NH2+]C1C(=O)[O-],IADUEWIQBXOCDZ-UHFFFAOYSA-N,azetidin-1-ium-2-carboxylate,217 °C
1103,86,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",C(CCNCCCN)CNCCCN,C(CCNCCCN)CNCCCN,PFNFFQXMRSDOHW-UHFFFAOYSA-N,"N,N'-bis(3-aminopropyl)butane-1,4-diamine",29°C
91552,86,"InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)/t3-/m0/s1",C(CS)[C@@H](C(=O)O)N,C(CS)C(C(=O)O)N,FFFHZYDWPBMWHY-VKHMYHEASA-N,(2S)-2-amino-4-sulfanylbutanoic acid,232 - 233 °C
7247,86,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",CC1=CC(=C(C=C1)C)C,CC1=CC(=C(C=C1)C)C,GWHJZXXIDMPWGX-UHFFFAOYSA-N,"1,2,4-trimethylbenzene","-47.2 °F (USCG, 1999)"
14091,86,"InChI=1S/C10H14/c1-3-6-10-8-5-4-7-9(10)2/h4-5,7-8H,3,6H2,1-2H3",CCCC1=CC=CC=C1C,CCCC1=CC=CC=C1C,YQZBFMJOASEONC-UHFFFAOYSA-N,1-methyl-2-propylbenzene,-60.3 °C
31287,86,"InChI=1S/C9H20O3/c1-3-4-5-11-6-7-12-8-9(2)10/h9-10H,3-8H2,1-2H3",CCCCOCCOCC(C)O,CCCCOCCOCC(C)O,NPMRPDRLIHYOBW-UHFFFAOYSA-N,1-(2-butoxyethoxy)propan-2-ol,FREEZING POINT -90 °C
13528,86,"InChI=1S/C4H5ClO/c1-3(2)4(5)6/h1H2,2H3",CC(=C)C(=O)Cl,CC(=C)C(=O)Cl,VHRYZQNGTZXDNX-UHFFFAOYSA-N,2-methylprop-2-enoyl chloride,-60 °C
6213,85,"InChI=1S/C2H6O2S/c1-5(2,3)4/h1-2H3",CS(=O)(=O)C,CS(=O)(=O)C,HHVIBTZHLRERCL-UHFFFAOYSA-N,methylsulfonylmethane,109 °C
7738,85,"InChI=1S/C8H10O2/c1-10-8-4-2-7(6-9)3-5-8/h2-5,9H,6H2,1H3",COC1=CC=C(C=C1)CO,COC1=CC=C(C=C1)CO,MSHFRERJPWKJFX-UHFFFAOYSA-N,(4-methoxyphenyl)methanol,24 - 25 °C
10393,85,"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",C1=CC(=CC=C1CCO)O,C1=CC(=CC=C1CCO)O,YCCILVSKPBXVIP-UHFFFAOYSA-N,4-(2-hydroxyethyl)phenol,90 °C
11591,85,InChI=1S/2CN.Hg/c2*1-2;,C(#N)[Hg]C#N,C(#N)[Hg]C#N,FQGYCXFLEQVDJQ-UHFFFAOYSA-N,dicyanomercury,Decomposes at 320 °C
12150,85,"InChI=1S/C8H10O2/c1-2-10-8-5-3-7(9)4-6-8/h3-6,9H,2H2,1H3",CCOC1=CC=C(C=C1)O,CCOC1=CC=C(C=C1)O,LKVFCSWBKOVHAH-UHFFFAOYSA-N,4-ethoxyphenol,66 - 67 °C
17607,85,"InChI=1S/F2O2S/c1-5(2,3)4",O=S(=O)(F)F,O=S(=O)(F)F,OBTWBSRJZRCYQV-UHFFFAOYSA-N,sulfuryl difluoride,"-212 °F (NIOSH, 2023)"
24648,85,"InChI=1S/Cl2O2S/c1-5(2,3)4",O=S(=O)(Cl)Cl,O=S(=O)(Cl)Cl,YBBRCQOCSYXUOC-UHFFFAOYSA-N,sulfuryl dichloride,-54.1 °C
199,85,"InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)",C(CCN=C(N)N)CN,C(CCN=C(N)N)CN,QYPPJABKJHAVHS-UHFFFAOYSA-N,2-(4-aminobutyl)guanidine,234-238 degress Celcius
7000,85,"InChI=1S/C7H9NO/c1-9-7-5-3-2-4-6(7)8/h2-5H,8H2,1H3",COC1=CC=CC=C1N,COC1=CC=CC=C1N,VMPITZXILSNTON-UHFFFAOYSA-N,2-methoxyaniline,"41 °F (NTP, 1992)"
8638,85,"InChI=1S/C7H9NO.ClH/c1-9-7-5-3-2-4-6(7)8;/h2-5H,8H2,1H3;1H",COC1=CC=CC=C1N.Cl,COC1=CC=CC=C1N.Cl,XCZCWGVXRBJCCD-UHFFFAOYSA-N,2-methoxyaniline;hydrochloride,"437 to 441 °F (NTP, 1992)"
